Date,High,Low,Mid,Last,Bid,Ask,Volume
2017-05-25,206.06,155.0,177.905,177.09,177.16,178.65,232925.78519207
2017-05-24,197.41,166.33,188.405,188.24,188.24,188.57,184372.61196145
2017-05-23,174.3,137.0,167.11,167.02,167.02,167.2,176875.52300591
2017-05-22,190.0,136.8,137.895,137.0,137.0,138.79,451010.07044912
2017-05-21,144.4,122.32,144.35,144.4,144.3,144.4,212189.56959886
2017-05-20,128.95,119.54,126.275,126.3,126.11,126.44,121393.98948649
2017-05-19,129.25,97.176,125.47,125.79,125.06,125.88,258709.69058658
2017-05-18,98.888,88.727,97.303,97.111,97.111,97.495,120569.51882622
2017-05-17,90.926,83.77,88.829,88.8,88.8,88.858,50803.03404088
2017-05-16,93.482,85.429,89.2275,89.599,88.865,89.59,56219.95475631
2017-05-15,95.17,90.001,91.7045,91.491,91.53,91.879,115624.12585144
2017-05-14,91.919,88.111,90.1355,90.32,90.021,90.25,49095.2516432
2017-05-13,89.99,83.853,89.935,89.9,89.9,89.97,45040.34382496
2017-05-12,92.0,87.112,88.153,88.09,88.09,88.216,66775.61741719
2017-05-11,91.5,86.95,89.14,89.28,89.002,89.278,59348.93663396
2017-05-10,92.455,86.6,87.2295,87.378,87.081,87.378,61240.47671259
2017-05-09,91.236,77.76,89.587,90.008,89.316,89.858,203915.24128465
2017-05-08,95.58,88.112,91.3805,91.22,91.22,91.541,99006.69094908
2017-05-07,98.0,91.128,92.7605,92.768,92.753,92.768,56714.79752856
2017-05-06,96.4,89.671,95.8245,95.9,95.5,96.149,76216.27166348
2017-05-05,101.7,88.201,93.6365,93.587,93.587,93.686,225227.69211253
2017-05-04,98.0,84.61,97.95,98.0,97.9,98.0,208729.63215886
2017-05-03,86.615,81.0,85.522,85.708,85.336,85.708,101667.83407749
2017-05-02,85.18,79.485,82.425,82.64,82.22,82.63,105145.64701212
2017-05-01,88.103,66.001,81.2425,81.568,80.919,81.566,366100.19479451
2017-04-30,83.0,72.601,82.328,82.161,82.22,82.436,139723.11865206
2017-04-29,77.599,71.2,74.2205,74.0,74.0,74.441,151978.63903484
2017-04-28,75.2,66.0,73.8035,73.69,73.69,73.917,258662.2353271
2017-04-27,67.806,56.919,66.803,66.889,66.717,66.889,147230.82455458
2017-04-26,58.38,53.664,57.433,57.45,57.43,57.436,150892.81210524
2017-04-25,54.21,53.253,53.914,53.9,53.9,53.928,27114.43754064
2017-04-24,54.477,52.57,53.7715,53.75,53.75,53.793,73467.19341619
2017-04-23,52.82,51.75,52.6795,52.565,52.541,52.818,44647.52462528
2017-04-22,52.297,51.03,52.2165,52.147,52.147,52.286,30388.68647886
2017-04-21,52.45,51.256,51.637,51.725,51.549,51.725,46243.1465253
2017-04-20,52.38,45.0,51.976,52.095,51.857,52.095,167148.82549582
2017-04-19,53.0,51.74,51.971,51.945,51.952,51.99,61908.9072386
2017-04-18,53.0,49.069,52.6165,52.594,52.594,52.639,183910.76936589
2017-04-17,50.27,48.88,49.3625,49.4,49.325,49.4,49280.38913508
2017-04-16,50.25,48.865,49.252,49.39,49.204,49.3,18880.63524601
2017-04-15,50.477,47.95,49.8525,49.95,49.749,49.956,96381.9591001
2017-04-14,50.827,47.341,48.7645,48.783,48.75,48.779,112240.46109609
2017-04-13,51.505,46.571,49.985,50.06,49.91,50.06,150611.41257845
2017-04-12,48.467,43.84,47.0075,47.0,47.0,47.015,151045.78318179
2017-04-11,44.8,43.804,44.117,44.185,44.05,44.184,31552.74243283
2017-04-10,44.761,43.011,44.185,44.159,44.105,44.265,62079.96751736
2017-04-09,44.864,43.18,44.0495,44.082,43.937,44.162,52168.04205764
2017-04-08,45.76,42.25,44.7095,44.665,44.665,44.754,104740.65631799
2017-04-07,44.527,41.779,42.455,42.493,42.417,42.493,78592.56503569
2017-04-06,46.025,41.25,43.0675,43.0,43.0,43.135,188277.60015116
2017-04-05,47.529,43.47,45.5315,45.45,45.45,45.613,162869.95906779
2017-04-04,45.688,41.05,43.5665,43.454,43.52,43.613,234985.64007293
2017-04-03,48.899,42.77,42.9725,43.0,42.945,43.0,315539.52376313
2017-04-02,51.594,47.7,48.813,48.75,48.75,48.876,223975.70253034
2017-04-01,51.87,48.7,50.5415,50.568,50.5,50.583,121157.57802699
2017-03-31,51.963,46.82,49.106,49.048,49.102,49.11,217187.21199707
